Year,Sex,Race,Ideology,Political,Prestige,Sprestige,Mprestige,Dprestige,Socpos,Happymar,Happy,Opinion of family income
2018,Female,White,Moderate,Not str republican,53,46,31,31,5,Very happy,Pretty happy,Above average
2018,Female,White,Moderate,Other party,64,65,64,80,3,Very happy,Very happy,Average
2018,Female,White,Conservative,Strong republican,28,49,31,38,2,Very happy,Very happy,Above average
2018,Male,White,Conservative,Not str republican,64,33,48,60,5,Very happy,Very happy,Above average
2018,Male,White,Slightly liberal,Not str democrat,60,60,39,53,4,Pretty happy,Pretty happy,Below average
2018,Male,White,Moderate,Strong democrat,31,64,31,0,3,Very happy,Very happy,Above average
2018,Male,Other,Moderate,Independent,53,0,64,49,3,Very happy,Very happy,Below average
2018,Female,White,Slghtly conservative,Not str democrat,44,35,24,35,5,Pretty happy,Pretty happy,Below average
2018,Male,White,Moderate,"Ind,near dem",45,42,50,45,5,Pretty happy,Very happy,Above average
2018,Female,Other,Moderate,Independent,75,44,0,59,5,Pretty happy,Pretty happy,Average
2018,Male,White,Extremely liberal,Strong democrat,45,52,70,70,5,Very happy,Not too happy,Average
2018,Female,White,Moderate,Independent,24,48,35,29,5,Very happy,Pretty happy,Average
2018,Male,Other,Moderate,Not str democrat,40,35,0,42,5,Very happy,Very happy,Average
2018,Female,Black,Moderate,Strong democrat,48,35,38,39,4,Very happy,Very happy,Average
2018,Female,Black,Moderate,Not str democrat,24,38,48,0,6,Very happy,Pretty happy,Below average
2018,Male,White,Conservative,Strong republican,49,21,0,35,2,Very happy,Very happy,Far above average
2018,Female,White,Conservative,Independent,65,63,45,30,5,Very happy,Very happy,Average
2018,Female,Black,Slightly liberal,Strong democrat,58,61,54,35,7,Not too happy,Pretty happy,Above average
2018,Female,White,Extremely liberal,Not str democrat,31,33,31,0,7,Pretty happy,Pretty happy,Below average
2018,Male,White,Conservative,Strong republican,60,39,0,39,4,Very happy,Very happy,Below average
2018,Male,White,Conservative,Strong republican,48,35,0,65,5,Very happy,Pretty happy,Below average
2018,Female,Other,Slightly liberal,Independent,37,35,0,46,4,Pretty happy,Very happy,Average
2018,Female,White,Moderate,Not str democrat,35,56,60,0,5,Very happy,Very happy,Below average
2018,Female,White,Conservative,Strong republican,50,49,0,27,5,Pretty happy,Pretty happy,Average
2018,Male,Other,Conservative,Strong republican,35,0,0,27,7,Very happy,Not too happy,Above average
2018,Female,White,Slghtly conservative,Independent,0,43,47,0,6,Very happy,Very happy,Average
2018,Female,Other,Extrmly conservative,Not str democrat,35,50,0,0,7,Very happy,Pretty happy,Below average
2018,Female,Other,Liberal,"Ind,near rep",0,46,45,31,3,Pretty happy,Very happy,Average
2018,Female,Other,Moderate,"Ind,near dem",61,34,0,62,9,Pretty happy,Pretty happy,Below average
2018,Female,White,Conservative,Not str republican,47,45,0,73,3,Pretty happy,Pretty happy,Above average
2018,Male,Other,Moderate,"Ind,near dem",45,32,69,0,7,Pretty happy,Very happy,Above average
2018,Female,White,Conservative,"Ind,near rep",61,26,31,31,10,Very happy,Pretty happy,Average
2018,Female,Other,Conservative,Not str republican,38,65,0,62,5,Pretty happy,Pretty happy,Average
2018,Female,Black,Moderate,Independent,45,25,0,0,5,Very happy,Very happy,Average
2018,Female,Other,Moderate,"Ind,near dem",26,28,0,46,5,Pretty happy,Pretty happy,Average
2018,Male,Black,Liberal,"Ind,near dem",35,38,48,0,4,Very happy,Very happy,Below average
2018,Female,White,Conservative,Not str republican,47,39,0,44,6,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Other party,74,44,40,59,4,Very happy,Very happy,Above average
2018,Male,White,Conservative,Strong republican,43,35,38,48,2,Very happy,Very happy,Far above average
2018,Male,White,Slightly liberal,Independent,54,61,31,72,5,Very happy,Very happy,Average
2018,Female,White,Conservative,Strong republican,22,43,35,50,4,Very happy,Very happy,Average
2018,Male,White,Moderate,Independent,28,0,25,0,5,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Independent,48,53,35,71,4,Very happy,Very happy,Average
2018,Male,Black,Slightly liberal,Not str democrat,35,40,0,37,4,Very happy,Pretty happy,Above average
2018,Male,White,Moderate,Independent,45,35,64,46,5,Very happy,Very happy,Average
2018,Female,Black,Moderate,Independent,57,44,35,0,10,Very happy,Pretty happy,Average
2018,Female,Other,Slghtly conservative,"Ind,near rep",31,50,61,24,5,Pretty happy,Pretty happy,Average
2018,Male,Black,Liberal,Strong democrat,66,47,47,45,3,Very happy,Very happy,Average
2018,Female,Black,Moderate,Not str republican,53,45,64,62,7,Pretty happy,Pretty happy,Average
2018,Female,White,Slightly liberal,Strong democrat,24,50,31,48,5,Pretty happy,Pretty happy,Above average
2018,Male,Black,Liberal,Strong democrat,39,36,31,35,6,Very happy,Very happy,Average
2018,Male,White,Extrmly conservative,Other party,53,33,47,0,10,Very happy,Very happy,Far below average
2018,Female,White,Conservative,Strong republican,38,22,47,70,4,Very happy,Very happy,Average
2018,Male,Black,Slghtly conservative,Strong democrat,44,59,48,62,8,Very happy,Very happy,Below average
2018,Female,Other,Moderate,Independent,64,25,48,46,5,Very happy,Not too happy,Below average
2018,Male,Black,Moderate,Strong democrat,38,47,64,33,9,Pretty happy,Pretty happy,Average
2018,Female,Black,Moderate,Strong democrat,38,39,61,24,10,Very happy,Very happy,Average
2018,Female,Black,Moderate,"Ind,near rep",38,40,0,53,3,Pretty happy,Pretty happy,Above average
2018,Male,White,Moderate,"Ind,near rep",45,32,39,29,5,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Independent,32,34,0,27,6,Pretty happy,Not too happy,Average
2018,Female,Other,Moderate,"Ind,near dem",28,22,39,0,5,Pretty happy,Pretty happy,Average
2018,Male,Black,Moderate,Not str democrat,25,16,43,0,8,Pretty happy,Pretty happy,Below average
2018,Male,White,Slghtly conservative,"Ind,near rep",25,31,61,0,7,Very happy,Very happy,Below average
2018,Male,Other,Conservative,Independent,38,47,38,73,5,Very happy,Very happy,Average
2018,Female,White,Conservative,Not str republican,42,31,0,31,8,Very happy,Pretty happy,Average
2018,Male,White,Conservative,Strong republican,49,69,0,50,3,Very happy,Very happy,Above average
2018,Female,Black,Extremely liberal,Strong democrat,48,25,46,50,5,Pretty happy,Not too happy,Below average
2018,Male,White,Slghtly conservative,Not str republican,59,53,0,80,4,Very happy,Very happy,Above average
2018,Male,White,Moderate,Independent,63,63,25,64,3,Very happy,Pretty happy,Above average
2018,Female,White,Liberal,Strong democrat,53,33,46,46,3,Very happy,Very happy,Above average
2018,Male,White,Moderate,Not str democrat,64,64,0,69,3,Pretty happy,Very happy,Average
2018,Female,White,Moderate,"Ind,near dem",38,69,25,0,4,Very happy,Very happy,Above average
2018,Female,Black,Moderate,Not str democrat,32,35,64,0,3,Pretty happy,Very happy,Below average
2018,Female,White,Liberal,Strong democrat,64,28,31,57,4,Very happy,Very happy,Average
2018,Male,White,Moderate,"Ind,near rep",32,36,0,36,4,Very happy,Pretty happy,Average
2018,Male,White,Moderate,"Ind,near dem",45,47,46,45,5,Very happy,Very happy,Average
2018,Female,White,Conservative,Strong republican,38,38,0,31,3,Very happy,Pretty happy,Above average
2018,Female,Black,Liberal,Strong democrat,31,48,49,35,5,Very happy,Very happy,Above average
2018,Female,White,Moderate,"Ind,near dem",47,46,39,0,7,Very happy,Very happy,Average
2018,Male,White,Moderate,Independent,73,64,36,35,6,Very happy,Pretty happy,Average
2018,Female,Black,Liberal,Strong democrat,28,35,25,0,4,Not too happy,Pretty happy,Average
2018,Female,White,Moderate,"Ind,near dem",40,39,31,25,5,Very happy,Pretty happy,Average
2018,Male,White,Extremely liberal,Strong democrat,47,32,49,25,5,Very happy,Very happy,Above average
2018,Female,White,Liberal,Strong democrat,52,53,38,0,5,Very happy,Very happy,Below average
2018,Male,Other,Moderate,Not str democrat,63,51,0,48,5,Very happy,Very happy,Average
2018,Male,White,Conservative,Strong republican,53,72,31,42,3,Very happy,Very happy,Far above average
2018,Female,White,Moderate,"Ind,near dem",63,59,61,65,3,Very happy,Very happy,Above average
2018,Female,Other,Moderate,Independent,46,60,60,72,5,Pretty happy,Pretty happy,Average
2018,Female,White,Extremely liberal,Strong democrat,57,25,31,47,7,Very happy,Pretty happy,Average
2018,Male,White,Liberal,Independent,53,52,0,35,5,Very happy,Very happy,Below average
2018,Male,White,Liberal,Not str democrat,34,56,0,44,4,Very happy,Pretty happy,Above average
2018,Female,White,Moderate,Not str democrat,51,35,25,28,5,Very happy,Very happy,Average
2018,Female,White,Conservative,Strong republican,25,31,0,48,5,Very happy,Very happy,Average
2018,Female,White,Conservative,Strong republican,35,37,0,40,5,Very happy,Very happy,Below average
2018,Male,White,Moderate,Independent,43,49,0,35,5,Pretty happy,Pretty happy,Above average
2018,Female,White,Extremely liberal,Not str republican,47,52,48,24,3,Very happy,Very happy,Above average
2018,Female,Black,Conservative,Independent,38,70,47,45,5,Pretty happy,Pretty happy,Below average
2018,Male,Black,Slghtly conservative,"Ind,near dem",62,48,35,24,5,Very happy,Not too happy,Average
2018,Female,Black,Extremely liberal,Strong democrat,35,35,38,0,1,Very happy,Pretty happy,Average
2018,Male,Other,Slghtly conservative,Not str democrat,36,0,0,0,5,Pretty happy,Very happy,Average
2018,Female,White,Moderate,"Ind,near rep",53,51,0,32,5,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,"Ind,near rep",43,38,80,73,4,Pretty happy,Pretty happy,Average
2018,Male,Other,Liberal,Not str democrat,35,42,25,0,9,Pretty happy,Pretty happy,Average
2018,Male,Black,Slightly liberal,Not str democrat,35,48,48,0,8,Very happy,Not too happy,Far above average
2018,Female,White,Slightly liberal,"Ind,near dem",53,35,44,47,5,Very happy,Very happy,Above average
2018,Male,Other,Slightly liberal,"Ind,near dem",31,51,48,37,5,Pretty happy,Pretty happy,Average
2018,Female,Black,Moderate,"Ind,near dem",47,35,53,0,5,Very happy,Pretty happy,Far above average
2018,Female,Other,Moderate,"Ind,near dem",28,28,48,0,5,Very happy,Very happy,Average
2018,Male,Black,Moderate,Strong democrat,61,64,46,45,6,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,Independent,28,55,60,44,6,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Independent,61,58,0,0,5,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Not str republican,55,53,48,33,5,Pretty happy,Not too happy,Far above average
2018,Male,White,Liberal,Not str democrat,65,65,47,59,3,Pretty happy,Very happy,Far below average
2018,Male,White,Slghtly conservative,Strong republican,46,61,0,46,4,Very happy,Pretty happy,Average
2018,Male,White,Liberal,Not str democrat,60,32,0,27,3,Very happy,Very happy,Far above average
2018,Female,White,Slghtly conservative,Other party,46,44,47,44,7,Pretty happy,Pretty happy,Average
2018,Male,Other,Moderate,Independent,37,48,0,37,7,Very happy,Pretty happy,Average
2018,Male,White,Extrmly conservative,Strong republican,37,40,0,21,10,Very happy,Pretty happy,Average
2018,Female,Other,Conservative,Independent,35,37,0,27,5,Very happy,Very happy,Below average
2018,Male,White,Extrmly conservative,Strong republican,50,24,28,38,5,Very happy,Very happy,Average
2018,Male,Other,Moderate,Independent,35,0,31,48,7,Very happy,Very happy,Below average
2018,Female,White,Moderate,Not str democrat,47,24,0,32,5,Pretty happy,Very happy,Average
2018,Female,White,Moderate,Not str democrat,49,35,0,29,5,Pretty happy,Pretty happy,Below average
2018,Female,Other,Slightly liberal,"Ind,near rep",0,63,0,26,4,Pretty happy,Very happy,Average
2018,Female,White,Slightly liberal,"Ind,near dem",22,35,0,35,6,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str republican,50,49,60,43,3,Very happy,Very happy,Average
2018,Male,White,Conservative,"Ind,near rep",24,50,0,35,7,Pretty happy,Not too happy,Below average
2018,Female,White,Slightly liberal,"Ind,near rep",35,46,0,42,5,Pretty happy,Pretty happy,Above average
2018,Female,Black,Moderate,Strong democrat,48,42,0,66,5,Very happy,Very happy,Average
2018,Female,White,Slightly liberal,Independent,73,60,31,47,5,Pretty happy,Pretty happy,Average
2018,Male,White,Liberal,Other party,45,0,0,53,5,Very happy,Pretty happy,Average
2018,Male,Black,Conservative,Strong republican,33,24,28,0,6,Very happy,Very happy,Average
2018,Female,White,Moderate,"Ind,near rep",51,48,46,43,6,Very happy,Pretty happy,Below average
2018,Female,White,Conservative,Strong republican,64,63,0,46,4,Very happy,Very happy,Below average
2018,Female,White,Moderate,Not str democrat,53,47,48,0,7,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Strong republican,48,53,48,0,4,Very happy,Very happy,Average
2018,Male,White,Extremely liberal,"Ind,near dem",38,64,64,0,5,Very happy,Very happy,Average
2018,Male,White,Conservative,Strong republican,53,0,0,38,2,Pretty happy,Very happy,Far above average
2018,Male,White,Conservative,Strong republican,60,40,48,70,3,Pretty happy,Pretty happy,Above average
2018,Female,White,Moderate,Independent,62,50,0,59,5,Very happy,Very happy,Average
2018,Female,White,Liberal,Strong democrat,52,54,47,65,5,Very happy,Very happy,Average
2018,Female,White,Slghtly conservative,Not str republican,51,40,64,28,5,Pretty happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,Not str republican,61,66,38,65,5,Very happy,Pretty happy,Above average
2018,Male,White,Conservative,Not str republican,31,31,61,49,5,Very happy,Pretty happy,Average
2018,Female,White,Moderate,"Ind,near rep",64,70,61,47,5,Not too happy,Pretty happy,Average
2018,Female,White,Conservative,"Ind,near dem",35,45,28,24,5,Very happy,Very happy,Average
2018,Male,White,Moderate,Independent,38,50,42,0,8,Very happy,Not too happy,Below average
2018,Female,White,Moderate,Strong democrat,55,34,20,0,5,Very happy,Very happy,Below average
2018,Female,White,Slghtly conservative,Not str democrat,17,37,0,26,6,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Not str democrat,46,60,38,33,7,Pretty happy,Pretty happy,Below average
2018,Male,White,Slghtly conservative,Not str republican,35,35,24,0,6,Very happy,Pretty happy,Average
2018,Female,White,Extremely liberal,"Ind,near dem",43,51,37,39,5,Very happy,Not too happy,Below average
2018,Female,White,Slghtly conservative,Not str republican,36,53,31,0,10,Very happy,Pretty happy,Average
2018,Male,White,Moderate,Other party,28,37,33,49,6,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,"Ind,near rep",41,28,29,46,6,Pretty happy,Not too happy,Average
2018,Male,White,Conservative,Not str republican,53,31,47,39,6,Very happy,Pretty happy,Above average
2018,Female,White,Conservative,Strong republican,61,48,63,60,5,Very happy,Very happy,Average
2018,Male,White,Extrmly conservative,Not str republican,73,38,35,50,3,Very happy,Pretty happy,Above average
2018,Male,White,Conservative,Not str republican,61,49,24,35,4,Very happy,Very happy,Above average
2018,Male,White,Conservative,Not str republican,63,61,45,31,4,Very happy,Not too happy,Above average
2018,Female,White,Conservative,Strong republican,49,31,0,50,5,Very happy,Very happy,Below average
2018,Female,White,Moderate,"Ind,near rep",48,45,40,45,5,Pretty happy,Pretty happy,Above average
2018,Male,White,Liberal,Strong democrat,62,37,64,0,3,Pretty happy,Pretty happy,Above average
2018,Male,White,Conservative,Other party,57,53,53,0,3,Very happy,Very happy,Above average
2018,Female,White,Extrmly conservative,"Ind,near rep",63,49,0,72,3,Very happy,Very happy,Above average
2018,Male,White,Moderate,"Ind,near dem",40,28,0,46,5,Pretty happy,Pretty happy,Far below average
2018,Female,White,Moderate,Other party,52,45,25,28,5,Very happy,Very happy,Below average
2018,Male,Black,Moderate,Independent,35,46,24,0,5,Very happy,Pretty happy,Average
2018,Female,Other,Slghtly conservative,"Ind,near dem",39,44,0,32,5,Very happy,Very happy,Average
2018,Female,White,Extrmly conservative,Not str republican,51,74,46,0,5,Pretty happy,Pretty happy,Average
2018,Male,Other,Extremely liberal,Independent,42,30,27,47,7,Very happy,Pretty happy,Average
2018,Male,Black,Moderate,Strong republican,40,64,0,0,5,Pretty happy,Pretty happy,Below average
2018,Female,White,Slghtly conservative,Not str democrat,46,28,53,28,6,Pretty happy,Very happy,Average
2018,Female,White,Conservative,Strong republican,47,34,24,27,5,Very happy,Very happy,Below average
2018,Male,White,Slghtly conservative,Not str democrat,47,33,27,46,5,Very happy,Very happy,Far above average
2018,Male,White,Moderate,Not str democrat,44,31,0,47,5,Very happy,Very happy,Below average
2018,Male,Other,Moderate,Independent,27,27,0,27,6,Pretty happy,Very happy,Average
2018,Male,White,Moderate,Independent,61,74,59,45,7,Very happy,Not too happy,Average
2018,Male,Black,Moderate,Not str democrat,50,44,41,0,3,Pretty happy,Pretty happy,Above average
2018,Male,White,Conservative,"Ind,near rep",50,55,53,53,2,Very happy,Pretty happy,Above average
2018,Male,White,Conservative,Strong republican,46,51,25,73,5,Very happy,Pretty happy,Average
2018,Male,White,Moderate,"Ind,near rep",48,32,0,49,8,Very happy,Not too happy,Average
2018,Female,White,Conservative,"Ind,near rep",61,53,0,53,5,Very happy,Very happy,Above average
2018,Male,White,Conservative,"Ind,near rep",35,61,31,21,4,Very happy,Very happy,Below average
2018,Male,White,Liberal,"Ind,near rep",72,36,0,40,5,Very happy,Pretty happy,Above average
2018,Male,White,Slghtly conservative,"Ind,near rep",50,48,0,35,4,Pretty happy,Very happy,Average
2018,Female,White,Slghtly conservative,Not str democrat,74,64,38,42,7,Very happy,Pretty happy,Above average
2018,Male,White,Moderate,Not str democrat,51,59,64,45,6,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str republican,60,39,47,47,4,Very happy,Very happy,Above average
2018,Female,White,Moderate,Strong republican,26,64,0,45,6,Pretty happy,Not too happy,Above average
2018,Male,White,Slghtly conservative,Not str republican,45,61,0,53,5,Not too happy,Not too happy,Average
2018,Female,Other,Moderate,Independent,0,31,0,80,4,Very happy,Not too happy,Average
2018,Male,White,Extrmly conservative,Strong republican,39,0,31,46,4,Very happy,Pretty happy,Below average
2018,Female,White,Conservative,Other party,40,50,31,32,4,Very happy,Pretty happy,Average
2018,Male,White,Conservative,Strong republican,66,59,35,53,3,Pretty happy,Pretty happy,Average
2018,Female,White,Liberal,Not str democrat,61,0,33,53,4,Pretty happy,Pretty happy,Above average
2018,Female,White,Conservative,Strong republican,45,35,40,45,5,Very happy,Pretty happy,Average
2018,Female,White,Extrmly conservative,Strong republican,64,61,0,44,2,Very happy,Pretty happy,Above average
2018,Male,White,Slghtly conservative,"Ind,near rep",44,46,31,44,5,Very happy,Very happy,Below average
2018,Male,Other,Moderate,"Ind,near dem",33,21,0,59,6,Very happy,Very happy,Average
2018,Female,White,Moderate,"Ind,near dem",0,33,64,0,6,Pretty happy,Pretty happy,Average
2018,Male,White,Extrmly conservative,Not str republican,49,55,69,65,5,Very happy,Pretty happy,Above average
2018,Female,White,Slightly liberal,"Ind,near dem",65,52,24,0,4,Very happy,Very happy,Average
2018,Female,Black,Slightly liberal,Not str democrat,45,53,24,45,3,Very happy,Very happy,Above average
2018,Male,Other,Moderate,"Ind,near dem",60,49,0,61,5,Pretty happy,Pretty happy,Average
2018,Female,White,Slightly liberal,"Ind,near rep",39,35,16,0,8,Pretty happy,Pretty happy,Average
2018,Male,White,Conservative,Not str republican,38,28,32,32,5,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Other party,28,46,64,45,8,Very happy,Pretty happy,Average
2018,Female,White,Moderate,"Ind,near dem",25,35,56,35,4,Pretty happy,Very happy,Average
2018,Female,White,Conservative,"Ind,near rep",47,44,24,0,7,Very happy,Very happy,Below average
2018,Male,Other,Moderate,Not str democrat,22,26,0,38,6,Very happy,Very happy,Average
2018,Female,White,Slghtly conservative,"Ind,near rep",47,46,0,62,5,Pretty happy,Pretty happy,Average
2018,Male,White,Slghtly conservative,"Ind,near rep",50,59,33,59,6,Very happy,Very happy,Average
2018,Female,White,Slightly liberal,Strong democrat,50,60,48,34,5,Very happy,Very happy,Above average
2018,Male,White,Moderate,Strong democrat,56,43,0,45,4,Very happy,Not too happy,Below average
2018,Female,White,Moderate,Not str democrat,50,38,35,45,4,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,Strong republican,44,50,47,65,5,Pretty happy,Pretty happy,Below average
2018,Male,White,Slghtly conservative,Not str republican,69,49,64,58,3,Very happy,Very happy,Above average
2018,Male,White,Conservative,Strong republican,65,61,0,64,5,Very happy,Very happy,Above average
2018,Male,Other,Slghtly conservative,Not str republican,60,47,0,27,5,Very happy,Pretty happy,Average
2018,Male,White,Slghtly conservative,"Ind,near rep",49,49,64,51,2,Very happy,Very happy,Far above average
2018,Female,White,Moderate,Strong republican,46,53,40,53,5,Very happy,Very happy,Average
2018,Male,White,Slightly liberal,Not str democrat,33,64,49,61,5,Very happy,Pretty happy,Average
2018,Male,Black,Moderate,"Ind,near dem",59,50,35,38,3,Pretty happy,Pretty happy,Average
2018,Male,White,Conservative,Not str republican,39,47,0,38,8,Very happy,Pretty happy,Average
2018,Female,White,Liberal,"Ind,near dem",62,24,0,31,6,Very happy,Pretty happy,Average
2018,Female,White,Slightly liberal,Not str democrat,74,32,47,46,5,Very happy,Pretty happy,Average
2018,Male,White,Moderate,Other party,48,53,38,38,4,Very happy,Pretty happy,Below average
2018,Male,White,Slghtly conservative,"Ind,near rep",37,36,31,80,7,Pretty happy,Pretty happy,Below average
2018,Male,White,Liberal,Other party,35,21,47,29,10,Very happy,Very happy,Average
2018,Male,White,Slightly liberal,Not str democrat,61,51,60,0,2,Very happy,Very happy,Average
2018,Male,White,Liberal,"Ind,near dem",53,47,31,46,2,Pretty happy,Pretty happy,Far below average
2018,Male,White,Moderate,Strong republican,69,62,47,25,4,Pretty happy,Pretty happy,Average
2018,Male,White,Moderate,Strong republican,35,35,31,38,5,Very happy,Very happy,Average
2018,Male,Other,Conservative,Independent,28,46,27,0,5,Pretty happy,Not too happy,Average
2018,Male,White,Liberal,Strong democrat,53,37,31,38,2,Pretty happy,Pretty happy,Below average
2018,Female,White,Slghtly conservative,Not str democrat,28,39,24,0,4,Very happy,Pretty happy,Below average
2018,Male,Other,Moderate,Independent,31,0,0,32,7,Pretty happy,Pretty happy,Average
2018,Male,White,Conservative,Not str republican,67,61,28,38,2,Very happy,Very happy,Above average
2018,Male,Black,Moderate,Strong democrat,25,28,0,46,6,Very happy,Very happy,Below average
2018,Male,White,Extrmly conservative,Strong republican,47,45,0,49,3,Very happy,Very happy,Above average
2018,Male,Other,Conservative,Strong republican,64,0,32,34,7,Very happy,Pretty happy,Average
2018,Female,White,Liberal,Strong democrat,47,66,35,46,5,Very happy,Pretty happy,Average
2018,Female,White,Moderate,"Ind,near dem",46,61,0,38,10,Very happy,Very happy,Above average
2018,Female,White,Conservative,Strong republican,69,39,64,70,2,Very happy,Very happy,Above average
2018,Male,White,Moderate,Other party,43,46,47,0,3,Very happy,Very happy,Above average
2018,Male,White,Conservative,Not str democrat,49,0,0,48,4,Very happy,Very happy,Average
2018,Female,White,Conservative,Not str republican,38,66,0,35,5,Very happy,Pretty happy,Average
2018,Male,White,Slghtly conservative,"Ind,near rep",53,38,28,60,4,Pretty happy,Very happy,Above average
2018,Female,Black,Moderate,Not str democrat,64,48,38,0,6,Pretty happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,Not str republican,36,47,0,38,6,Pretty happy,Pretty happy,Above average
2018,Male,White,Moderate,Independent,55,54,38,0,5,Pretty happy,Pretty happy,Average
2018,Male,White,Liberal,Not str democrat,50,64,39,0,4,Very happy,Pretty happy,Above average
2018,Female,White,Conservative,Strong republican,72,46,47,31,4,Very happy,Pretty happy,Above average
2018,Male,Other,Moderate,"Ind,near dem",0,35,0,0,6,Very happy,Not too happy,Below average
2018,Female,White,Conservative,Not str republican,50,70,56,72,4,Very happy,Very happy,Above average
2018,Female,White,Slightly liberal,"Ind,near dem",64,65,61,43,5,Very happy,Pretty happy,Above average
2018,Female,White,Moderate,"Ind,near rep",64,51,0,31,3,Pretty happy,Pretty happy,Above average
2018,Female,White,Conservative,Strong republican,32,37,31,27,4,Very happy,Very happy,Above average
2018,Female,White,Conservative,Strong republican,47,26,0,60,3,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Strong republican,64,53,64,0,3,Very happy,Pretty happy,Average
2018,Male,White,Conservative,"Ind,near rep",53,32,61,39,4,Very happy,Pretty happy,Average
2018,Male,White,Liberal,"Ind,near rep",60,46,0,31,4,Very happy,Very happy,Above average
2018,Female,White,Moderate,Strong republican,38,36,0,65,5,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str democrat,64,38,49,61,4,Pretty happy,Very happy,Average
2018,Male,White,Slightly liberal,"Ind,near dem",37,48,53,41,7,Pretty happy,Pretty happy,Below average
2018,Female,White,Moderate,"Ind,near dem",32,35,0,74,4,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Independent,61,28,0,31,3,Very happy,Very happy,Average
2018,Female,White,Slghtly conservative,Not str republican,64,35,61,24,5,Very happy,Very happy,Below average
2018,Female,White,Moderate,Not str democrat,37,40,28,44,5,Very happy,Pretty happy,Average
2018,Female,White,Slghtly conservative,Independent,25,28,48,0,5,Very happy,Very happy,Average
2018,Male,White,Moderate,Independent,28,44,0,59,3,Very happy,Very happy,Average
2018,Male,White,Moderate,"Ind,near rep",58,0,47,31,10,Very happy,Very happy,Far below average
2018,Female,White,Moderate,Strong democrat,36,47,35,43,3,Very happy,Pretty happy,Above average
2018,Female,White,Moderate,Not str democrat,48,57,46,50,5,Very happy,Very happy,Average
2018,Male,White,Slghtly conservative,"Ind,near rep",28,47,25,0,5,Pretty happy,Pretty happy,Below average
2018,Male,White,Moderate,"Ind,near rep",24,28,21,0,5,Very happy,Pretty happy,Average
2018,Male,White,Moderate,"Ind,near rep",72,69,0,38,2,Very happy,Very happy,Far above average
2018,Male,White,Moderate,"Ind,near dem",44,25,35,50,8,Very happy,Pretty happy,Below average
2018,Male,Other,Slghtly conservative,"Ind,near dem",39,54,33,31,3,Pretty happy,Not too happy,Average
2018,Female,Other,Liberal,Strong democrat,22,35,0,42,4,Very happy,Very happy,Below average
2018,Female,White,Slghtly conservative,Independent,17,43,0,45,5,Very happy,Pretty happy,Average
2018,Female,White,Conservative,"Ind,near rep",64,42,0,70,6,Not too happy,Very happy,Above average
2018,Male,White,Conservative,Strong republican,28,47,0,49,5,Very happy,Pretty happy,Average
2018,Female,White,Extremely liberal,Strong democrat,68,37,37,50,3,Very happy,Pretty happy,Above average
2018,Female,White,Liberal,Strong democrat,71,38,0,72,3,Very happy,Pretty happy,Average
2018,Male,White,Liberal,Strong democrat,46,47,64,38,5,Very happy,Very happy,Above average
2018,Female,White,Liberal,Strong democrat,74,70,74,80,3,Very happy,Pretty happy,Average
2018,Female,White,Moderate,Not str democrat,65,55,0,42,5,Very happy,Very happy,Average
2018,Male,White,Extrmly conservative,Strong republican,60,74,0,45,5,Very happy,Pretty happy,Above average
2018,Female,White,Moderate,"Ind,near dem",49,74,61,68,5,Very happy,Very happy,Above average
2018,Male,White,Slghtly conservative,Strong republican,35,39,47,35,7,Very happy,Pretty happy,Above average
2018,Male,White,Liberal,Strong democrat,65,61,53,54,4,Very happy,Very happy,Above average
2018,Male,White,Slightly liberal,"Ind,near dem",74,49,0,27,2,Pretty happy,Very happy,Above average
2018,Female,White,Moderate,Not str democrat,32,38,0,33,5,Pretty happy,Pretty happy,Average
2018,Female,White,Liberal,Not str democrat,46,64,46,0,4,Pretty happy,Not too happy,Average
2018,Female,White,Moderate,Independent,28,38,31,46,4,Very happy,Pretty happy,Average
2018,Male,White,Conservative,Strong republican,59,46,46,49,6,Very happy,Pretty happy,Below average
2018,Female,White,Moderate,Strong republican,47,72,47,50,5,Very happy,Pretty happy,Above average
2018,Female,White,Slghtly conservative,Not str democrat,47,0,21,45,4,Pretty happy,Pretty happy,Average
2018,Female,White,Moderate,Not str republican,37,35,43,39,6,Pretty happy,Pretty happy,Below average
